razao_social_osc,nome_fantasia_osc,natureza_juridica,ano_inicio,classe_atividade_economica,subclasse_atividade_economica,bairro,area_atuacao,subarea_atuacao
ORDEM DO CAVALEIRO KADOSH FILOSOFICO PARA O RITO MODERNO DILHERMANDO CECERE VIDAL,ORDEM,Associação Privada,2012,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,vila mathias,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DE AUXILIO A PESSOA COM CANCER  AAPC MARCIO GOMES BORDINHON,AAPC MARCIO GOMES BORDINHON,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,encruzilhada,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DOS ACIONISTAS MINORITARIOS DA COMPANHIA DOCAS DO ESTADO DE SAO PAULO - AAM-CODESP,NÃO INFORMADO,Associação Privada,2012,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,boqueirao,desenvolvimento e defesa de direitos,outros
ACC - ASSOCIACAO CAICARA DE CANOAGEM,NÃO INFORMADO,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,gonzaga,educação e pesquisa,outras formas de educação/ensino
PIONEIROS CLUBE RECREATIVO,NÃO INFORMADO,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,marape,cultura e recreação,esporte e recreação
11/SP GRUPO ESCOTEIRO DO MAR CARMO,GEMAR CARMO,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO DA REGIONAL SP5 FRANQUEADOS WIZARD,NÃO INFORMADO,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,centro,"associações patronais, profissionais e de produtores rurais",associações empresariais e patronais
ASSOCIACAO REALIZAR,ASSOCIACAO REALIZAR,Associação Privada,2012,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,vila matias,desenvolvimento e defesa de direitos,outros
LIGA METROPOLITANA DE GINASTICA,LIGA METROPOLITANA DE GINASTICA,Associação Privada,2012,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,ponta da praia,cultura e recreação,esporte e recreação
ASSOCIACAO DE MORADORES E AMIGOS DO BAIRRO EMBARE,NÃO INFORMADO,Associação Privada,2012,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,embare,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO DOS MORADORES E AMIGOS DO BAIRRO DO ESTUARIO,AMABE,Associação Privada,2012,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,estuario,outras atividades associativas,associações de atividades não especificadas anteriormente
IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO PROFETICO TEMPO DE AVIVAMENTO,NÃO INFORMADO,Organização Religiosa,2012,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,aparecida,religião,religião
HELP CENTRO DE DESENVOLVIMENTO SOCIAL E DE CAPACITACAO HUMANA,HELPP,Associação Privada,2012,Atividades de assistência social prestadas em residências coletivas e particulares,Albergues assistenciais,ponta da praia,assistência social; outras atividades associativas,assistência social; associações de atividades não especificadas anteriormente
ASSOCIACAO CULTURAL COSME DAMIAO E DOUM,ACCDD,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,jardim santa maria,desenvolvimento e defesa de direitos,outros
"ASSOCIACAO NACIONAL DAS EMPRESAS COLETORAS, TRANSPORTADORAS, BENEFICIADORAS E RECICLADORAS DE RESIDUOS",ANCORE,Associação Privada,2012,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,centro,desenvolvimento e defesa de direitos,outros
CACTOS CENTRO DE APOIO E RECUP DE DEPENDENTES DE DROGAS,NÃO INFORMADO,Associação Privada,1994,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,vila matias,desenvolvimento e defesa de direitos,outros
ESPORTE CLUBE ALVORADA,NÃO INFORMADO,Associação Privada,1994,NÃO INFORMADO,NÃO INFORMADO,boqueirao,cultura e recreação,esporte e recreação
ASSOCIACAO CENTRO VIVO,NÃO INFORMADO,Associação Privada,1994,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,centro,desenvolvimento e defesa de direitos,outros
IGREJA EVANGELICA NOVA ALIANCA NO BRASIL,NÃO INFORMADO,Associação Privada,1995,NÃO INFORMADO,NÃO INFORMADO,areia branca,religião,religião
AUG RESP LOJA SIMBOLICA MARTIM AFONSO SAMARITA N 450,NÃO INFORMADO,Associação Privada,1995,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,macuco,religião,religião
ASSOCIACAO BENEFICENTE ALBERTO SANTOS DUMONT,NÃO INFORMADO,Associação Privada,1995,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,macuco,desenvolvimento e defesa de direitos,outros
ASSOCIACAO G XX,G XX,Associação Privada,1995,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,alemoa,desenvolvimento e defesa de direitos,outros
LAR ESPIRITA CRISTAO BENEDITO JUNIOR,NÃO INFORMADO,Associação Privada,1995,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,macuco,religião,religião
ASSOCIACAO MEDICO ESPIRITA DA BAIXADA SANTISTA,NÃO INFORMADO,Associação Privada,1995,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,macuco,religião,religião
CLUBE 431,NÃO INFORMADO,Associação Privada,1995,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,macuco,desenvolvimento e defesa de direitos,outros
SOCIEDADE BRASILEIRA DE TERAPIA DE VIDA PASSADA SBTVP,NÃO INFORMADO,Associação Privada,1995,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,boqueirao,desenvolvimento e defesa de direitos,outros
APAS - ASSOCIACAO PARCEIRA DE ASSISTENCIA A SAUDE,APAS,Associação Privada,1995,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,vila mathias,desenvolvimento e defesa de direitos,outros
NUCLEO ESPIRITA IRMA GENOVEVA,NÃO INFORMADO,Organização Religiosa,1995,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,vila mathias,religião,religião
"POIESIS - INSTITUTO DE APOIO A CULTURA, A LINGUA E A LITERATURA",NÃO INFORMADO,Associação Privada,2014,NÃO INFORMADO,NÃO INFORMADO,campo grande,desenvolvimento e defesa de direitos,outros
FUNDACAO EDUCACIONAL E CULTURAL ART,NÃO INFORMADO,Fundação Privada,1996,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,embare,desenvolvimento e defesa de direitos,outros
AS PROT CRIANC ADOL C S JOSE O LAR DA CRIANCA FELIZ,CASA SAO JOSE,Associação Privada,1995,Atividades de assistência social prestadas em residências coletivas e particulares,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,vila belmiro,assistência social,assistência social
ASSOCIACAO BRASILEIRA DOS EXPORTADORES DE CAFE ABECAFE,NÃO INFORMADO,Associação Privada,1996,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,centro,desenvolvimento e defesa de direitos,outros
ASSOCIACAO CAMINHO DE SANTA MARIA,NÃO INFORMADO,Associação Privada,1996,NÃO INFORMADO,NÃO INFORMADO,morro nova cintra,desenvolvimento e defesa de direitos,outros
IGREJA BATISTA DO HORTO,NÃO INFORMADO,Associação Privada,1996,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,jd bom retiro,religião,religião
ASSOCIACAO DOS FUNCIONARIOS HIPERCON TERM.CARGAS LTDA.,NÃO INFORMADO,Associação Privada,1996,NÃO INFORMADO,NÃO INFORMADO,alemoa,"associações patronais, profissionais e de produtores rurais",associações profissionais
CLUBE DE AUTOMOVEIS ANTIGOS DE SANTOS,C A A S,Associação Privada,1996,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,paqueta,desenvolvimento e defesa de direitos,outros
AUG. E RESP. LOJ A SIMB. FLORENTINO DIEGUES GONCALVES,NÃO INFORMADO,Associação Privada,1995,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,vila nova,religião,religião
ASSOCIACAO RADIO COMUNITARIA ALPHA FM,NÃO INFORMADO,Associação Privada,1996,Atividades de rádio,Atividades de rádio,macuco,outras atividades associativas; outros,associações de atividades não especificadas anteriormente
TENDA DE UMBANDA MAE YEMANJA OGUM BEIRA MAR E JUREMA,NÃO INFORMADO,Associação Privada,1989,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,encruzilhada,religião,religião
COMUNIDADE CATOLICA PANTOKRATOR,COMUNIDADE CATOLICA PANTOKRATOR O FILHO DA VIRGEM MARIA,Organização Religiosa,2007,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,vila mathias,religião,religião
IGREJA EVANGELICA REMIDOS POR CRISTO,NÃO INFORMADO,Associação Privada,1996,NÃO INFORMADO,NÃO INFORMADO,chico de paula,religião,religião
ASSOCIACAO DE ESTUDOS FILOSOFICOS DE SANTOS,NOVA ACROPOLE,Associação Privada,1996,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,embare,desenvolvimento e defesa de direitos,outros
IGREJA EVANGELICA JESUS CRISTO VIVE,NÃO INFORMADO,Organização Religiosa,1996,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,ponta da praia,religião,religião
IGREJA ALIANCA BIBLICA DE SANTOS,NÃO INFORMADO,Associação Privada,1996,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,campo grande,religião,religião
BANCO DE OLHOS DA BAIXADA SANTISTA - BOBS,NÃO INFORMADO,Associação Privada,1996,Atividades de atendimento hospitalar,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",boqueirao,saúde,outros serviços de saúde
ASSOCIACAO DE MESATENISTAS DA BAIXADA SANTISTA,AMBS,Associação Privada,1996,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,centro,cultura e recreação,esporte e recreação
GRUPO ESPIRITA DE APRENDIZADO EVANGELICO,NÃO INFORMADO,Associação Privada,1997,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,embare,religião,religião
DRIVE - ASSOCIACAO DE PAIS E AMIGOS DE TENIS DE MESA,DRIVE,Associação Privada,2010,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,gonzaga,cultura e recreação,esporte e recreação
ASSOCIACAO CULTURAL AFRO-BRASILEIRA LUZ DAS CANDEIAS DO LITORAL DA COSTA DA MATA ATLANTICA,AFROLUZ,Associação Privada,2010,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,vila nova,cultura e recreação,cultura e arte
ASSOCIACAO CULTURAL GENESIS XXV,NÃO INFORMADO,Associação Privada,2009,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,estuario,cultura e recreação,cultura e arte
INSTITUTO ENERGIA,INSTITUTO ENERGIA,Associação Privada,2010,Atividades esportivas não especificadas anteriormente,Outras atividades esportivas não especificadas anteriormente,ponta da praia,cultura e recreação,esporte e recreação
INSTITUTO BRASILEIRO DE APRENDIZAGEM PROFISSIONAL,NÃO INFORMADO,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,vila matias,educação e pesquisa,outras formas de educação/ensino
CENTRO ESPORTIVO COMUNITARIO DE FISICULTURISMO E MUSCULACAO,NÃO INFORMADO,Associação Privada,2010,Atividades esportivas não especificadas anteriormente,Produção e promoção de eventos esportivos,jose menino,cultura e recreação; religião,religião
ASSOCIACAO ATLETICA ACADEMICA FLAVIA FOGLI PISANESCHI,NÃO INFORMADO,Associação Privada,2010,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,vila matias,cultura e recreação,cultura e arte
TEMPLO ESPIRITA DE UMBANDA SAO MIGUEL ARCANJO,TEUSMA,Organização Religiosa,2006,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,paqueta,religião,religião
INSTITUTO PAULO VIRIATO CORREA DA COSTA,IPVCC,Associação Privada,2010,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,vila mathias,outras atividades associativas,associações de atividades não especificadas anteriormente
PROJETO METROPOLITANO MAESTRO ANTONIO MANZIONE VIOLOES EM PAUTA,NÃO INFORMADO,Associação Privada,2010,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,embare,cultura e recreação,cultura e arte
MINISTERIO EVANGELICO PORTAS ABERTAS,MINISTERIO EVANGELICO PORTAS ABERTAS,Organização Religiosa,2010,NÃO INFORMADO,NÃO INFORMADO,vila mathias,religião,religião
ASSOCIACAO PROJETO FAMILIA,PROJETO FAMILIA,Associação Privada,2010,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,vila matias,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSEMBLEIA DE DEUS ABRACANDO VIDAS,ASSEMBLEIA DE DEUS ABRACANDO VIDAS,Organização Religiosa,2010,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,sao manoel,religião,religião
ROTARY CLUB DE SANTOS - APARECIDA,NÃO INFORMADO,Associação Privada,2010,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,aparecida,outras atividades associativas,associações de atividades não especificadas anteriormente
IGREJA EVANGELICA JESUS E O SENHOR,IGREJA EVANGELICA JESUS E O SENHOR,Associação Privada,2003,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,saboo,religião,religião
CLUBE DO CHORO DE SANTOS,NÃO INFORMADO,Associação Privada,2002,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,centro,desenvolvimento e defesa de direitos,outros
"ASSOCIACAO DOS PESCADORES ARTESANAIS DO CANAL DE SANTOS, CARUARA E BERTIOGA DO ESTADO DE SAO PAULO",NÃO INFORMADO,Associação Privada,2003,NÃO INFORMADO,NÃO INFORMADO,caruara,desenvolvimento e defesa de direitos,outros
IGREJA CRISTA MARANATA,IGREJA CRISTA MARANATA PRESBITERIO ESPIRITO SANTENSE,Organização Religiosa,2011,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,marape,religião,religião
JUVENTUDE OPERARIA CATOLICA BRASILEIRA,JOC BRASILEIRA,Associação Privada,1984,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares",Instituições de longa permanência para idosos,centro,assistência social,assistência social
IGREJA INTERNACIONAL DA GRACA DE DEUS,IGREJA DA GRACA,Organização Religiosa,2001,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,gonzaga,religião,religião
IGREJA INTERNACIONAL DA GRACA DE DEUS,IGREJA DA GRACA,Organização Religiosa,2002,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,vila mathias,religião,religião
IGREJA UNIVERSAL DO REINO DE DEUS,NÃO INFORMADO,Organização Religiosa,2002,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,vila sao jorge,religião,religião
IGREJA UNIVERSAL DO REINO DE DEUS,NÃO INFORMADO,Organização Religiosa,1984,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,centro,religião,religião
